step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
384,2,3915.53,251841.0,247925.47,8719318.86,8723234.39,0
403,2,2142.86,5287.0,3144.14,298913.39,301056.25,0
356,2,3355.96,80478.0,77122.04,448429.11,451785.07,0
161,2,1579.24,0.0,0.0,272393.19,273972.43,0
22,2,2628.19,122575.31,119947.12,460834.28,463462.47,0
350,2,4147.2,2030.0,0.0,7220108.13,7224255.34,0
259,2,514.46,49058.61,48544.15,266148.47,266662.93,0
284,2,891.95,123301.31,122409.35,15270.27,16162.22,0
617,2,2448.03,50.0,0.0,36904.57,39352.6,0
249,2,8392.45,239.0,0.0,4809069.33,4817461.78,0
190,2,3299.68,21529.0,18229.32,209693.94,212993.62,0
301,2,6836.03,0.0,0.0,7588.05,14424.08,0
312,2,250.55,29233.0,28982.45,7448443.17,7448693.72,0
309,2,2123.6,977.0,0.0,8138115.07,8140238.67,0
252,2,5874.89,80663.0,74788.11,97386.3,103261.19,0
139,2,2210.74,11088.0,8877.26,603215.45,704706.54,0
398,2,2181.4,73414.0,71232.6,6527716.12,6529897.53,0
263,2,1712.19,19317.0,17604.81,3182124.25,3183836.43,0
396,2,6334.09,21459.0,15124.91,748665.12,754999.21,0
188,2,5530.2,44428.0,38897.8,75559.85,81090.05,0
18,2,1789.74,31561.0,29771.26,193622.29,195412.02,0
41,2,1936.62,385118.0,383181.38,10630678.12,10632614.74,0
96,2,6713.64,148864.0,142150.36,2536228.97,3034206.99,0
522,2,7264.09,12693.0,5428.91,554500.78,561764.87,0
370,2,4928.81,111659.0,106730.19,4642439.05,4647367.87,0
207,2,569.05,0.0,0.0,493625.35,494194.39,0
384,2,288.0,33853.0,33565.0,54329.84,54617.84,0
329,2,6966.22,30371.0,23404.78,56233.97,63200.2,0
14,2,2810.8,0.0,0.0,21453.0,0.0,0
402,2,2954.89,0.0,0.0,31349.0,2431333.43,0
354,2,6749.3,35770.55,29021.25,1571954.86,1578704.16,0
21,2,1029.8,205963.0,204933.2,415534.0,1201858.29,0
184,2,637.47,0.0,0.0,906016.88,906654.35,0
370,2,3497.17,576831.78,573334.6,1162600.81,1041799.86,0
326,2,2496.26,64267.0,61770.74,43263.53,45759.8,0
402,2,1342.96,5034.0,3691.04,62208.14,63551.1,0
47,2,1149.26,0.0,0.0,5574481.71,5575630.97,0
379,2,1840.09,131387.0,129546.91,3084652.01,3086492.11,0
314,2,6875.57,9507.0,2631.43,1338906.34,1345781.91,0
96,2,3304.8,9787.0,6482.2,688522.13,691826.93,0
33,2,13286.4,50815.0,37528.6,375324.06,388610.46,0
307,2,8144.34,19335.0,11190.66,3127391.47,3135535.81,0
35,2,1106.64,16164.0,15057.36,2522957.99,2524064.64,0
204,2,8769.94,50043.0,41273.06,283474.18,292244.12,0
230,2,4602.18,0.0,0.0,6119730.62,6124332.79,0
362,2,2272.29,91192.0,88919.71,133421.14,135693.43,0
329,2,6338.15,24951.0,18612.85,89073.38,95411.53,0
207,2,1457.95,0.0,0.0,53234.53,54692.48,0
360,2,615.81,20981.0,20365.19,81221.07,81836.88,0
140,2,3574.58,11445.0,7870.42,148199.04,151773.61,0
385,2,2545.58,541.0,0.0,2286630.45,2289176.03,0
449,2,1425.87,101358.0,99932.13,7173055.13,7174481.0,0
43,2,9816.87,26298.0,16481.13,596323.1,606139.97,0
235,2,4609.06,72246.0,67636.94,997645.42,1002254.48,0
490,2,95102.72,77831.0,0.0,3827708.65,3922811.36,0
397,2,2589.81,0.0,0.0,9720263.06,9722852.87,0
38,2,2929.74,0.0,0.0,502085.62,505015.36,0
216,2,2998.44,52172.0,49173.56,25425.77,28424.21,0
13,2,23084.37,0.0,0.0,915675.25,795618.71,0
303,2,946.03,0.0,0.0,35973.41,36919.45,0
96,2,5881.9,9981.0,4099.1,345753.52,351635.42,0
257,2,3121.13,51233.0,48111.87,281774.51,284895.64,0
130,2,1092.71,285820.0,284727.29,1274954.81,1276047.52,0
321,2,1666.95,70437.7,68770.74,490600.05,492267.01,0
194,2,298.88,82634.0,82335.12,110060.91,110359.8,0
217,2,1304.62,241352.0,240047.38,96229.13,97533.75,0
322,2,2893.17,0.0,0.0,4403089.26,4405982.42,0
330,2,5835.57,0.0,0.0,707661.55,713497.12,0
276,2,3501.54,20032.0,16530.46,5685349.73,5688851.27,0
258,2,371.96,11963.0,11591.04,166638.7,167010.66,0
325,2,4317.86,24066.0,19748.14,1108561.18,1112879.05,0
9,2,5580.89,0.0,0.0,888970.21,694856.43,0
139,2,627.29,17036.0,16408.71,881913.94,882541.23,0
187,2,6935.41,51238.0,44302.59,106863.36,113798.77,0
153,2,619.66,0.0,0.0,646348.71,646968.37,0
310,2,11579.16,195892.22,184313.06,122735.86,134315.02,0
120,2,10958.12,20258.0,9299.88,493643.92,504602.03,0
140,2,1260.96,573815.7,572554.73,858684.94,859945.91,0
207,2,11920.7,70314.0,58393.3,1135589.83,1147510.53,0
357,2,16421.33,0.0,0.0,59443.25,75864.58,0
233,2,2896.93,7860.0,4963.07,97426.71,100323.64,0
204,2,5089.75,387.0,0.0,695260.11,700349.86,0
43,2,4239.08,1430.0,0.0,1632112.11,1636351.19,0
303,2,5946.12,22342.0,16395.88,179864.16,185810.28,0
47,2,294.95,14806.0,14511.05,233973.8,234268.75,0
249,2,6088.08,30667.0,24578.92,541875.45,547963.53,0
352,2,999.04,30974.0,29974.96,230681.76,231680.8,0
670,2,568.18,50345.0,49776.82,465328.75,465896.93,0
324,2,2845.75,0.0,0.0,5859192.03,5862037.77,0
236,2,4968.8,144944.0,139975.2,285481.17,290449.96,0
354,2,2708.48,932.0,0.0,516258.43,518966.91,0
303,2,9801.44,20522.0,10720.56,283966.41,293767.85,0
2,2,2293.28,8120.0,5826.72,1184820.89,1187114.17,0
236,2,3891.18,0.0,0.0,48835.07,52726.25,0
686,2,1276.82,480450.0,479173.18,12324278.69,12325555.52,0
14,2,9345.78,177140.48,167794.7,229484.77,407723.67,0
311,2,3461.58,20185.0,16723.42,400995.69,404457.27,0
231,2,2368.29,1550.0,0.0,3273041.58,3275409.87,0
205,2,4081.18,52031.0,47949.82,389073.98,393155.17,0
307,2,1995.88,0.0,0.0,204844.58,206840.47,0
301,2,10822.85,124.0,0.0,134241.11,145063.96,0
136,2,4688.15,66331.66,61643.51,2708307.67,2712995.82,0
376,2,2765.32,50394.0,47628.68,4201.42,6966.74,0
137,2,7269.95,30662.0,23392.05,16413.23,23683.17,0
694,2,2245.48,117507.0,115261.52,405515.6,407761.08,0
10,2,130835.31,0.0,0.0,306231.89,437067.2,0
179,2,2167.26,144028.0,141860.74,12377376.8,12379544.06,0
144,2,1406.63,32173.0,30766.37,15071682.56,15073089.2,0
47,2,2927.63,497.0,0.0,4141.05,7068.69,0
381,2,9006.17,16220.0,7213.83,822959.88,831966.05,0
154,2,1255.22,244867.0,243611.78,321703.85,322959.07,0
21,2,2363.98,0.0,0.0,813101.6,815465.58,0
120,2,1751.35,297.0,0.0,273054.72,274806.07,0
39,2,4566.58,120.0,0.0,312566.0,317132.58,0
23,2,4690.5,49812.0,45121.5,1355847.14,1360537.63,0
215,2,911.05,83203.0,82291.95,187032.91,187943.96,0
311,2,2878.48,0.0,0.0,67463.48,70341.96,0
47,2,17577.97,1658.0,0.0,47544.0,0.0,0
226,2,2134.38,730.0,0.0,103919.63,106054.0,0
14,2,501.44,59046.0,58544.56,265766.16,364264.14,0
42,2,3473.69,10545.0,7071.31,16002.37,19476.06,0
260,2,1318.69,0.0,0.0,1060320.74,1061639.43,0
573,2,2506.96,13005.0,10498.04,147638.3,150145.27,0
164,2,1152.73,488978.0,487825.27,249095.68,250248.41,0
359,2,18638.7,51521.0,32882.3,313332.61,331971.31,0
209,2,1308.94,151325.0,150016.06,1738159.57,1739468.5,0
233,2,485.08,26269.0,25783.92,9781341.0,9943371.14,0
22,2,9429.92,10218.0,788.08,765237.09,774667.01,0
357,2,4835.79,14587.0,9751.21,4519044.51,4523880.3,0
574,2,1232.01,566.0,0.0,3266172.75,3267404.76,0
280,2,713.88,52214.0,51500.12,304809.21,305523.09,0
304,2,2400.56,24503.0,22102.44,596610.97,599011.52,0
347,2,3963.45,51983.0,48019.55,928592.37,932555.82,0
205,2,2126.55,99980.0,97853.45,240506.05,242632.6,0
136,2,1959.56,12309.0,10349.44,637650.69,639610.25,0
249,2,4722.51,107.0,0.0,4607608.95,4612331.46,0
142,2,1237.05,27516.0,26278.95,1718623.57,1719860.61,0
356,2,3216.39,59492.0,56275.61,402128.39,405344.78,0
403,2,1589.85,0.0,0.0,2163264.7,2164854.55,0
601,2,4781.11,66274.0,61492.89,222278.02,227059.13,0
379,2,5095.61,6360.0,1264.39,2343857.3,2348952.91,0
43,2,5534.09,10370.0,4835.91,278246.65,125299.73,0
404,2,1152.93,21500.0,20347.07,168206.52,169359.44,0
232,2,4262.23,27893.0,23630.77,1086611.29,1090873.52,0
380,2,8539.85,248789.0,240249.15,5423766.83,5432306.68,0
167,2,5154.34,54499.0,49344.66,13133.16,18287.5,0
136,2,1163.18,189148.61,187985.44,48453.14,95693.2,0
133,2,8353.98,18432.0,10078.02,12622596.0,12630949.98,0
10,2,4026.39,1254.0,0.0,822877.84,826904.23,0
328,2,2960.76,0.0,0.0,736900.04,739860.8,0
249,2,810.99,101547.0,100736.01,1187476.13,1188287.13,0
309,2,2061.23,30530.0,28468.77,589727.13,845833.8,0
306,2,4288.71,77133.05,72844.34,154992.43,159281.14,0
359,2,15514.15,4941.0,0.0,2048608.01,2064122.16,0
207,2,2042.71,499949.0,497906.29,199804.95,201847.67,0
372,2,12863.53,99711.0,86847.47,141189.05,154052.58,0
353,2,2381.19,10406.0,8024.81,2637133.22,2639514.41,0
48,2,5615.99,64024.0,58408.01,1047220.45,1052836.45,0
230,2,3094.66,0.0,0.0,5793987.42,5797082.07,0
695,2,2200.65,1959.0,0.0,60072.75,62273.4,0
238,2,1553.77,5653.0,4099.23,887726.67,889280.43,0
17,2,1474.95,112621.38,111146.43,48076.0,0.0,0
20,2,5491.21,46092.0,40600.79,65203.82,70695.04,0
302,2,2662.33,51819.0,49156.67,1147513.43,1150175.76,0
398,2,3068.64,25646.0,22577.36,8117804.46,8120873.1,0
282,2,2368.06,72749.0,70380.94,87908.87,90276.93,0
42,2,29362.37,0.0,0.0,38626.91,67989.29,0
217,2,5425.34,50140.0,44714.66,1145164.46,1150589.8,0
131,2,9615.22,0.0,0.0,21410.0,0.0,0
40,2,1000.56,0.0,0.0,72684.82,73685.38,0
690,2,1541.69,75688.0,74146.31,339394.8,340936.48,0
670,2,948.54,30561.0,29612.46,114066.75,115015.3,0
16,2,2559.84,0.0,0.0,17043.0,19602.84,0
274,2,5955.33,19135.0,13179.67,1321507.18,1327462.51,0
143,2,700.95,0.0,0.0,216336.91,217037.85,0
257,2,6248.88,0.0,0.0,347024.45,353273.33,0
204,2,1544.48,381952.23,380407.75,4599.37,6143.85,0
13,2,5913.77,21146.0,15232.23,71477.71,596146.29,0
378,2,1212.92,10612.0,9399.08,950087.69,951300.61,0
213,2,5815.07,48517.0,42701.93,3893388.29,3899203.36,0
234,2,14166.52,47093.0,32926.48,833636.02,847802.54,0
189,2,2837.06,3923.0,1085.94,1242438.58,1245275.65,0
157,2,7966.24,23059.0,15092.76,13009.23,20975.46,0
522,2,870.75,219601.0,218730.25,6257322.44,6258193.18,0
323,2,8361.48,50045.0,41683.52,137721.45,146082.93,0
300,2,2124.22,0.0,0.0,90447.59,92571.81,0
226,2,4999.56,0.0,0.0,123334.88,128334.44,0
594,2,2391.26,20024.0,17632.74,496480.59,498871.84,0
238,2,3221.52,38394.39,35172.87,9033990.43,9037211.94,0
328,2,7390.65,254.66,0.0,468345.08,475735.73,0
589,2,1967.02,10153.0,8185.98,248988.86,250955.87,0
275,2,3057.9,2057.0,0.0,100345.96,103403.86,0
360,2,1590.66,39886.0,38295.34,184132.12,185722.78,0
362,2,5796.87,58820.0,53023.13,23273.25,29070.12,0
214,2,3699.74,0.0,0.0,313986.98,317686.73,0
306,2,960.29,0.0,0.0,550743.98,551704.27,0
688,2,726.58,0.0,0.0,387364.38,388090.96,0
265,2,3870.53,313631.0,309760.47,5612798.28,5616668.81,0
370,2,2501.53,14716.0,12214.47,357331.51,359833.05,0
166,2,383.68,25905.0,25521.32,892027.44,892411.13,0
298,2,3604.93,133043.0,129438.07,17371.43,20976.35,0
299,2,21536.22,14654.0,0.0,1031682.68,1053218.9,0
360,2,1197.41,92067.0,90869.59,1327620.79,1328818.2,0
165,2,3723.9,40834.0,37110.1,300964.18,304688.08,0
18,2,2461.05,0.0,0.0,962763.85,873056.0,0
234,2,5358.88,7234.0,1875.12,133711.15,139070.04,0
139,2,7873.4,0.0,0.0,585597.42,593470.82,0
264,2,1796.84,674.0,0.0,1779753.58,1781550.42,0
370,2,126.4,135.0,8.6,493618.69,493745.09,0
400,2,6450.14,29149.0,22698.86,80531.06,86981.2,0
276,2,2788.28,152560.0,149771.72,2511553.22,2514341.49,0
184,2,4495.45,139133.11,134637.66,197869.8,202365.24,0
286,2,723.58,229891.0,229167.42,9421.72,10145.3,0
167,2,1809.51,16804.0,14994.49,383690.15,385499.66,0
164,2,1778.05,49.0,0.0,4831208.61,4832986.67,0
356,2,5384.96,268136.67,262751.71,214406.96,219791.91,0
274,2,457.19,297175.0,296717.81,3998461.61,3998918.8,0
44,2,6112.17,22060.0,15947.83,1214292.65,1220404.82,0
179,2,16.15,42844.0,42827.85,2273157.19,2273173.34,0
358,2,2452.11,10601.0,8148.89,4434132.67,4436584.78,0
347,2,1906.37,99892.0,97985.63,1003883.2,1005789.56,0
238,2,4270.06,35172.87,30902.81,653408.8,657678.86,0
135,2,8188.3,529.0,0.0,13898.29,22086.59,0
281,2,6790.53,61438.13,54647.6,213590.15,220380.68,0
138,2,4086.16,15774.0,11687.84,534831.07,538917.23,0
188,2,4110.54,12963.0,8852.46,848839.29,852949.83,0
229,2,5412.86,30938.0,25525.14,196368.85,201781.72,0
18,2,4322.45,9465.0,5142.55,795333.35,742901.49,0
403,2,2717.03,5867.0,3149.97,75307.61,78024.63,0
228,2,3223.42,10075.0,6851.58,2351097.68,2354321.1,0
522,2,7441.77,50846.0,43404.23,133191.72,140633.49,0
141,2,2579.02,5064.0,2484.98,368745.19,371324.21,0
522,2,4616.31,24501.0,19884.69,266256.86,270873.17,0
544,2,1488.38,0.0,0.0,313385.73,314874.1,0
374,2,1354.95,262.0,0.0,237416.14,238771.08,0
397,2,2600.18,0.0,0.0,2451290.89,2453891.07,0
393,2,4193.57,51752.83,47559.26,39108.26,43301.83,0
33,2,9074.26,50005.0,40930.74,1776062.93,2016042.96,0
321,2,223.02,50542.0,50318.98,400303.2,400526.22,0
15,2,2992.73,30785.0,27792.27,259763.46,0.0,0
160,2,7270.8,0.0,0.0,589407.47,596678.26,0
137,2,17288.77,1352.0,0.0,1075700.35,1092989.12,0
347,2,15827.39,24797.47,8970.07,12452546.55,12468373.94,0
21,2,2825.4,47396.98,44571.58,2289938.45,2292763.85,0
395,2,2632.45,451.0,0.0,15683172.46,15685804.91,0
352,2,5581.97,80799.0,75217.03,69468.18,75050.14,0
690,2,6458.23,99355.0,92896.77,686237.03,692695.26,0
375,2,9120.24,5021.0,0.0,119072.05,128192.29,0
235,2,10979.17,5106.0,0.0,3840493.74,3851472.91,0
139,2,3885.6,25505.0,21619.4,195500.02,199385.61,0
375,2,26536.03,19840.66,0.0,131444.96,157980.99,0
588,2,6709.66,274853.0,268143.34,1160638.64,1167348.29,0
229,2,6640.65,0.0,0.0,944330.54,950971.19,0
238,2,70.09,14841.0,14770.91,5605739.84,5605809.93,0
355,2,1747.92,548552.0,546804.08,79314.11,81062.03,0
526,2,4018.23,10566.0,6547.77,86828.5,90846.73,0
253,2,3575.29,154047.46,150472.17,114033.42,117608.71,0
353,2,4233.27,20257.0,16023.73,324105.82,328339.09,0
312,2,4855.69,958.0,0.0,4231868.44,4236724.13,0
355,2,2685.73,2020.0,0.0,329330.69,332016.42,0
402,2,5376.2,0.0,0.0,378140.77,383516.97,0
229,2,3618.82,16869.0,13250.18,554409.11,558027.93,0
133,2,986.79,27253.03,26266.24,30526.05,31512.84,0
619,2,3508.31,153055.0,149546.69,280399.31,283907.63,0
259,2,123.59,56168.18,56044.59,653547.89,653671.48,0
249,2,6583.66,44342.0,37758.34,827762.8,834346.46,0
382,2,2821.65,301611.0,298789.35,4923117.93,4925939.58,0
399,2,1209.0,0.0,0.0,99850.86,101059.86,0
401,2,2243.0,190.0,0.0,13289.95,15532.95,0
304,2,1264.53,0.0,0.0,5579290.12,5580554.65,0
201,2,9231.05,465266.0,456034.95,310401.43,319632.49,0
41,2,3111.96,103116.0,100004.04,1420222.57,1434524.58,0
305,2,4854.44,11818.0,6963.56,195256.93,200111.38,0
207,2,1023.18,162.0,0.0,575292.58,576315.76,0
349,2,9484.5,102918.0,93433.5,86389.7,95874.2,0
10,2,319.39,35938.0,35618.61,1182600.0,1639884.07,0
183,2,1645.83,80.0,0.0,1238605.54,1240251.37,0
346,2,184.65,10900.0,10715.35,400708.13,400892.79,0
178,2,11166.55,308416.0,297249.45,556442.12,567608.66,0
407,2,2695.32,39428.0,36732.68,88848.18,91543.5,0
191,2,1854.81,125.0,0.0,600110.68,601965.5,0
132,2,25449.14,1039.0,0.0,1152655.37,1178104.51,0
186,2,3650.27,0.0,0.0,1707767.24,1711417.51,0
9,2,3319.75,209943.16,206623.41,39085.56,42405.3,0
136,2,791.24,41681.0,40889.76,131103.62,131894.85,0
407,2,427.43,230.0,0.0,184176.25,184603.67,0
46,2,9029.26,0.0,0.0,691992.22,701021.48,0
155,2,4186.17,40575.0,36388.83,1296890.68,1301076.86,0
305,2,1783.48,20729.61,18946.13,435399.35,437182.83,0
311,2,1373.65,394.0,0.0,51607.68,52981.32,0
130,2,1852.76,66772.5,64919.73,426265.56,428118.32,0
1,2,5529.13,8547.0,3017.87,10206.0,0.0,0
40,2,3877.8,1203.0,0.0,30559.0,0.0,0
692,2,4457.31,10166.0,5708.69,9923.55,14380.85,0
47,2,5913.64,18406.0,12492.36,8807871.58,8813785.21,0
595,2,4324.94,99021.0,94696.06,300104.22,304429.16,0
394,2,890.88,4033.0,3142.12,449231.31,450122.19,0
48,2,5267.51,1089.0,0.0,110385.2,115652.71,0
394,2,1753.12,125.0,0.0,161620.97,163374.09,0
322,2,1487.75,626.0,0.0,248230.62,249718.38,0
234,2,214.27,51335.0,51120.73,302504.33,302718.59,0
324,2,2033.84,11163.0,9129.16,1798969.69,1827219.61,0
323,2,6029.65,13818.0,7788.35,2631254.81,2637284.46,0
355,2,2878.44,3684.0,805.56,3682288.89,3685812.69,0
323,2,5819.07,437839.0,432019.93,13965.64,19784.7,0
310,2,3192.55,46923.0,43730.45,2314667.22,2317859.77,0
323,2,1236.85,172970.69,171733.83,70167.69,71404.54,0
16,2,3815.2,256118.0,252302.8,454837.92,458653.13,0
552,2,984.67,15477.0,14492.33,105698.67,106683.35,0
25,2,2435.38,19375.0,16939.62,243153.24,245588.62,0
327,2,1594.19,0.0,0.0,16927.98,18522.17,0
34,2,1101.65,120.0,0.0,218354.25,318686.7,0
96,2,1380.84,74761.0,73380.16,2430122.31,2431503.15,0
168,2,25.94,1481.0,1455.06,76014.46,76040.4,0
8,2,3318.42,11501.0,8182.58,136996.7,470187.33,0
9,2,8932.23,127090.0,118157.77,7097788.62,7247205.59,0
596,2,167.91,22986.0,22818.09,3007202.37,3007370.28,0
256,2,12376.32,20209.0,7832.68,3371906.38,3384282.7,0
19,2,4074.45,0.0,0.0,3432696.88,3436771.34,0
355,2,4632.77,50567.0,45934.23,90900.64,95533.41,0
161,2,2777.88,912031.0,909253.12,65280.38,68058.26,0
206,2,5419.73,671.0,0.0,484762.94,490182.67,0
35,2,3200.29,21408.0,18207.71,4856851.7,4860052.0,0
240,2,783.11,479.0,0.0,445845.73,446628.84,0
20,2,9300.9,3076.0,0.0,196863.6,206164.51,0
403,2,1703.13,0.0,0.0,76940.28,78643.41,0
308,2,2143.77,52052.0,49908.23,421175.57,423319.34,0
305,2,2089.27,41234.0,39144.73,1376493.94,1378583.22,0
14,2,4977.7,14679.0,9701.3,425646.16,430623.87,0
231,2,725.9,16001.0,15275.1,164312.54,165038.44,0
163,2,9480.73,12340.0,2859.27,561699.64,571180.36,0
44,2,4863.34,7825.0,2961.66,617120.75,621984.1,0
259,2,491.4,720335.37,719843.97,90796.94,296087.64,0
33,2,4445.4,554.0,0.0,622177.16,626622.56,0
232,2,4340.2,3475.0,0.0,332078.98,336419.18,0
163,2,924.78,11392.0,10467.22,1076598.85,1077523.62,0
216,2,390.52,8278.0,7887.48,1268970.02,1269360.53,0
348,2,9852.6,0.0,0.0,176129.77,185982.37,0
154,2,126.43,81018.0,80891.57,1223361.69,1223488.13,0
46,2,1416.93,1039.0,0.0,350241.96,351658.9,0
550,2,1435.18,10941.0,9505.82,50229.88,51665.06,0
181,2,146.84,17166.0,17019.16,611076.69,611223.53,0
232,2,3606.84,51323.0,47716.16,619428.44,623035.28,0
280,2,3146.87,15497.0,12350.13,40248.37,43395.24,0
371,2,7239.6,110110.0,102870.4,82626.49,89866.09,0
157,2,19107.66,30521.0,11413.34,326762.36,656493.88,0
211,2,3036.67,0.0,0.0,2637268.07,2640304.75,0
21,2,6186.17,18696.0,12509.83,141057.71,147243.88,0
395,2,8241.12,259719.0,251477.88,5145266.31,5153507.43,0
94,2,118.16,70391.0,70272.84,126280.47,126398.63,0
379,2,2735.73,2081.0,0.0,435909.28,438645.01,0
278,2,5725.52,70577.0,64851.48,2133801.13,2139526.64,0
134,2,4912.95,158.0,0.0,321324.38,326237.33,0
19,2,711.14,0.0,0.0,3620231.15,3811359.71,0
189,2,2057.39,19426.0,17368.61,93233.34,95290.73,0
13,2,3788.49,149051.0,145262.51,11405.0,15193.49,0
209,2,1152.88,1243.0,90.12,527509.52,528662.39,0
353,2,2891.96,32841.0,29949.04,358181.2,361073.16,0
134,2,2327.05,26760.0,24432.95,630585.88,632912.93,0
303,2,760.18,177714.22,176954.04,688973.5,689733.68,0
144,2,2197.34,50319.0,48121.66,19923.08,22120.42,0
253,2,69205.12,31033.0,0.0,627394.87,696599.99,0
688,2,6408.06,55555.0,49146.94,1217386.14,1223794.2,0
282,2,1360.09,50406.0,49045.91,1237552.91,1238913.0,0
195,2,167.09,222.0,54.91,1602575.17,1602742.26,0
8,2,1030.51,21904.0,20873.49,43835.75,44866.26,0
397,2,1457.14,42169.62,40712.48,880291.45,881748.59,0
135,2,2321.19,0.0,0.0,5638697.77,5641018.95,0
17,2,4205.88,464478.17,460272.29,207432.0,211637.88,0
186,2,8645.39,0.0,0.0,6650377.38,6659022.76,0
325,2,7163.67,3147.0,0.0,138052.62,145216.29,0
253,2,102633.32,20818.0,0.0,619238.84,721872.16,0
160,2,1537.78,127178.1,125640.32,220291.3,221829.08,0
15,2,5613.51,1278706.0,1273092.49,218620.78,224234.29,0
10,2,4849.18,0.0,0.0,830318.7,835167.87,0
350,2,3568.94,69522.0,65953.06,5557665.05,5561233.99,0
42,2,9627.29,267198.15,257570.85,1076844.11,1086471.4,0
322,2,7140.2,139994.0,132853.8,312046.82,319187.02,0
330,2,1006.19,0.0,0.0,170519.21,171525.4,0
259,2,1625.93,0.0,0.0,53044.0,37377.28,0
18,2,1760.05,131.0,0.0,897548.9,899308.96,0
232,2,5268.05,0.0,0.0,3682030.02,3687298.06,0
17,2,5800.36,42516.0,36715.64,335986.67,341787.04,0
372,2,3888.92,15666.0,11777.08,1593207.08,1597096.01,0
47,2,2271.8,205600.0,203328.2,5514752.73,5517024.53,0
210,2,881.66,16099.0,15217.34,63832.76,64714.43,0
522,2,3662.16,107213.0,103550.84,1450532.43,1454194.59,0
254,2,517.33,479.0,0.0,10961.35,11478.68,0
156,2,335.9,21413.0,21077.1,10376.6,10712.5,0
323,2,1008.96,11396.0,10387.04,777323.04,778332.0,0
153,2,3207.39,404069.0,400861.61,950668.92,953876.31,0
131,2,16167.52,0.0,0.0,86109.28,102276.81,0
357,2,10705.63,88834.0,78128.37,290752.41,301458.04,0
398,2,1405.95,72148.0,70742.05,1189706.94,1191112.88,0
17,2,553.61,134831.14,134277.53,74070.0,0.0,0
236,2,5553.46,10429.0,4875.54,1782222.18,1787775.63,0
43,2,3681.06,21034.0,17352.94,1055050.92,1058731.98,0
142,2,5321.64,609.0,0.0,2272701.17,2278022.81,0
393,2,49243.05,312698.0,263454.95,118318.56,167561.6,0
215,2,2691.94,37634.63,34942.68,1518281.36,1520973.31,0
590,2,841.82,66238.0,65396.18,3932192.62,3933034.43,0
334,2,2643.23,106967.0,104323.77,5074098.24,5076741.47,0
348,2,22631.26,22156.0,0.0,576450.12,599081.38,0
375,2,708.91,55383.0,54674.09,2286427.21,2287136.12,0
137,2,2623.97,0.0,0.0,128450.26,131074.23,0
686,2,881.93,123309.0,122427.07,276848.83,277730.77,0
162,2,8566.13,0.0,0.0,146116.11,154682.24,0
182,2,2953.58,0.0,0.0,1810757.74,1813711.32,0
228,2,3150.05,256303.44,253153.39,1046629.8,1049779.84,0
182,2,7346.83,127.0,0.0,2360395.03,2367741.86,0
359,2,11345.75,29966.0,18620.25,426098.96,437444.71,0
237,2,4239.41,0.0,0.0,3149123.93,3153363.33,0
282,2,7134.94,77772.1,70637.16,332976.58,340111.52,0
1,2,917.38,200895.0,199977.62,10122.73,18474.7,0
44,2,4867.73,50522.0,45654.27,221011.12,225878.85,0
8,2,3650.53,11038.0,7387.47,59677.0,63327.53,0
715,2,3227.65,103044.0,99816.35,1839134.57,1842362.22,0
323,2,309.31,72479.0,72169.69,8764834.93,8765144.23,0
188,2,2103.04,206261.0,204157.96,337763.03,339866.07,0
354,2,4472.05,423221.0,418748.95,1871882.55,1876354.6,0
346,2,3764.74,21366.0,17601.26,129821.73,133586.46,0
396,2,2122.66,11056.0,8933.34,6511.08,8633.74,0
181,2,5109.91,10176.0,5066.09,1032558.98,1037668.9,0
336,2,2929.25,28113.0,25183.75,216923.85,219853.1,0
347,2,1005.89,100384.0,99378.11,62784.38,63790.28,0
139,2,2239.79,298308.0,296068.21,98957.66,101197.45,0
394,2,249.06,432.0,182.94,589184.63,589433.69,0
323,2,1692.02,10488.0,8795.98,3183896.09,3185588.11,0
14,2,4950.79,49960.0,45009.21,32346.91,37297.7,0
407,2,5095.81,1565.0,0.0,8120503.46,8125599.26,0
288,2,1323.51,14501.0,13177.49,1220799.56,1222123.07,0
274,2,9723.1,10034.0,310.9,1068356.74,1078079.83,0
257,2,300.52,120128.42,119827.9,3018227.15,3018527.67,0
38,2,5174.82,36.0,0.0,438962.21,444137.03,0
240,2,7362.84,9530.0,2167.16,509796.55,517159.39,0
273,2,478.91,0.0,0.0,212376.81,212855.72,0
203,2,1373.96,0.0,0.0,1164604.81,1165978.77,0
41,2,402836.25,0.0,0.0,576521.43,979357.68,0
253,2,66519.5,50528.0,0.0,3458133.25,3524652.74,0
324,2,14889.37,41086.0,26196.63,962623.04,977512.4,0
328,2,22071.04,68890.0,46818.96,249916.39,271987.43,0
350,2,377.84,16418.0,16040.16,969358.78,969736.63,0
354,2,2414.2,23892.0,21477.8,8815761.48,8617311.13,0
359,2,14502.99,660.0,0.0,15119983.16,15134486.15,0
331,2,2804.21,7270.0,4465.79,2375785.53,2378589.74,0
139,2,113.86,236035.0,235921.14,1963236.51,1963350.37,0
177,2,4809.5,10078.0,5268.5,92087.44,96896.94,0
43,2,573.85,10976.0,10402.15,157988.31,66513.28,0
194,2,4195.82,115507.0,111311.18,203116.12,207311.95,0
140,2,998.98,488690.75,487691.77,96466.0,97464.98,0
284,2,1275.78,0.0,0.0,200443.08,201718.86,0
